ProductID,ProductName,ProductGroupID,Description,Price,Cost,SKU,Manufacturer,StockQuantity,WarrantyPeriod
313,Keyboard 68,56,Top rated,887.92,474.51,SKU0389,BrandB,298,1 year(s)
314,Camera 30,281,Best seller,71.69,56.17,SKU0462,BrandE,186,2 year(s)
315,Laptop 46,288,Top rated,246.08,163.4,SKU0169,BrandD,283,2 year(s)
316,Tablet 77,342,Latest model,183.27,103.97,SKU0363,BrandE,619,1 year(s)
317,Smartphone 52,140,High quality,445.73,322.96,SKU0262,BrandC,372,2 year(s)
318,Mouse 16,156,Best seller,1289.74,699.42,SKU0287,BrandB,290,2 year(s)
319,Camera 80,161,Best seller,1466.63,1089.75,SKU0005,BrandC,330,1 year(s)
320,Laptop 64,203,High quality,1129.67,591.63,SKU0495,BrandB,298,2 year(s)
321,Laptop 66,471,Affordable,182.55,119.14,SKU0439,BrandB,142,3 year(s)
322,Tablet 37,13,Best seller,105.43,73.34,SKU0266,BrandC,476,3 year(s)
323,Keyboard 4,31,Affordable,328.44,215.2,SKU0282,BrandA,42,3 year(s)
324,Keyboard 27,335,Affordable,1278.22,671.76,SKU0474,BrandA,209,2 year(s)
325,Speaker 17,328,High quality,69.58,38.77,SKU0361,BrandC,182,3 year(s)
326,Monitor 63,233,Best seller,390.78,312.42,SKU0376,BrandA,114,1 year(s)
327,Laptop 38,483,Affordable,1040.54,640.84,SKU0490,BrandD,612,1 year(s)
328,Laptop 94,420,High quality,547.34,292.53,SKU0457,BrandB,658,3 year(s)
329,Smartwatch 9,497,Latest model,872.58,515.37,SKU0112,BrandC,563,3 year(s)
330,Headphones 52,387,High quality,928.23,649.93,SKU0223,BrandE,772,1 year(s)
331,Tablet 2,231,Latest model,792.99,532.93,SKU0250,BrandA,752,3 year(s)
332,Camera 60,371,Best seller,1494.04,1078.51,SKU0284,BrandE,475,3 year(s)
333,Keyboard 12,25,Top rated,229.19,152.02,SKU0340,BrandB,905,2 year(s)
334,Camera 40,327,Affordable,426.09,333.32,SKU0237,BrandB,851,1 year(s)
335,Tablet 33,133,Top rated,1239.72,810.6,SKU0239,BrandC,841,1 year(s)
336,Keyboard 12,393,Affordable,254.61,145.69,SKU0227,BrandE,355,3 year(s)
337,Smartphone 49,420,Latest model,1386.81,849.36,SKU0492,BrandC,205,3 year(s)
338,Monitor 15,199,Best seller,204.43,161.79,SKU0010,BrandD,277,1 year(s)
339,Tablet 75,406,Best seller,1151.03,602.75,SKU0072,BrandA,358,3 year(s)
340,Camera 1,278,Top rated,244.21,143.21,SKU0161,BrandA,469,1 year(s)
341,Headphones 21,477,High quality,398.47,227.48,SKU0069,BrandD,738,1 year(s)
342,Smartphone 66,89,Affordable,438.97,331.17,SKU0082,BrandE,92,1 year(s)
343,Keyboard 45,443,Affordable,582.11,406.95,SKU0237,BrandD,197,2 year(s)
344,Keyboard 16,165,High quality,928.78,567.52,SKU0070,BrandB,74,3 year(s)
345,Mouse 73,33,Top rated,1102.32,567.3,SKU0189,BrandB,453,1 year(s)
346,Smartphone 4,243,Best seller,563.66,425.47,SKU0403,BrandD,140,2 year(s)
347,Smartwatch 74,114,Affordable,948.83,751.53,SKU0230,BrandC,471,2 year(s)
348,Monitor 95,371,High quality,156.25,84.55,SKU0356,BrandA,535,3 year(s)
349,Camera 26,222,High quality,215.08,109.44,SKU0394,BrandE,243,1 year(s)
350,Camera 91,407,Affordable,765.65,400.75,SKU0244,BrandE,926,2 year(s)
351,Headphones 26,405,Best seller,835.49,599.41,SKU0089,BrandE,443,1 year(s)
352,Headphones 53,330,Best seller,1138.05,622.48,SKU0206,BrandE,429,2 year(s)
353,Smartphone 83,172,High quality,906.75,466.65,SKU0479,BrandE,874,3 year(s)
354,Headphones 80,67,Latest model,678.6,415.5,SKU0381,BrandD,968,1 year(s)
355,Headphones 51,254,Top rated,818.27,558.62,SKU0137,BrandD,222,2 year(s)
356,Laptop 86,97,Latest model,1385.84,1015.95,SKU0287,BrandC,847,3 year(s)
357,Keyboard 70,117,Best seller,1240.33,766.14,SKU0256,BrandC,235,1 year(s)
358,Smartwatch 27,359,High quality,911.23,512.97,SKU0293,BrandE,578,2 year(s)
359,Laptop 27,480,Best seller,1483.73,893.36,SKU0447,BrandA,66,2 year(s)
360,Smartphone 98,304,Top rated,1472.09,1022.44,SKU0016,BrandD,962,2 year(s)
361,Smartphone 55,364,Latest model,1189.18,795.4,SKU0163,BrandB,983,2 year(s)
362,Headphones 60,188,Latest model,172.48,87.94,SKU0138,BrandB,930,3 year(s)
363,Tablet 6,249,Top rated,1241.97,971.36,SKU0306,BrandC,538,2 year(s)
364,Camera 74,271,High quality,700.81,426.33,SKU0283,BrandD,603,3 year(s)
365,Speaker 79,128,Affordable,344.11,243.5,SKU0368,BrandE,427,2 year(s)
366,Keyboard 78,344,High quality,696.88,461.42,SKU0257,BrandB,611,3 year(s)
367,Keyboard 21,450,High quality,1105.75,588.38,SKU0362,BrandC,824,3 year(s)
368,Smartphone 74,334,High quality,1447.43,927.31,SKU0123,BrandA,539,1 year(s)
369,Speaker 49,487,Top rated,725.18,368.58,SKU0364,BrandA,282,3 year(s)
370,Smartphone 36,208,Latest model,230.41,117.92,SKU0132,BrandE,672,3 year(s)
371,Smartphone 62,203,Top rated,397.87,271.23,SKU0355,BrandE,380,1 year(s)
372,Smartphone 67,28,Affordable,1013.96,584.84,SKU0283,BrandB,148,3 year(s)
373,Monitor 40,401,Affordable,427.21,317.19,SKU0162,BrandA,947,3 year(s)
374,Keyboard 18,50,High quality,247.59,137.06,SKU0208,BrandC,148,2 year(s)
375,Camera 62,126,Top rated,250.85,142.29,SKU0428,BrandB,137,3 year(s)
376,Camera 90,264,Top rated,393.2,296.58,SKU0323,BrandB,854,2 year(s)
377,Speaker 39,98,Latest model,166.33,91.17,SKU0031,BrandD,74,1 year(s)
378,Smartwatch 8,338,High quality,76.32,50.3,SKU0264,BrandC,697,1 year(s)
379,Camera 87,341,Affordable,661.45,404.16,SKU0246,BrandB,632,2 year(s)
380,Headphones 2,481,Best seller,1398.16,950.25,SKU0198,BrandC,666,2 year(s)
381,Speaker 67,107,Top rated,610.3,345.18,SKU0166,BrandB,572,3 year(s)
382,Mouse 23,313,Top rated,242.15,164.4,SKU0488,BrandC,195,2 year(s)
383,Mouse 60,174,High quality,541.9,297.52,SKU0189,BrandC,13,3 year(s)
384,Keyboard 29,291,High quality,491.01,372.34,SKU0206,BrandD,676,2 year(s)
385,Monitor 37,54,Top rated,902.48,578.29,SKU0262,BrandA,162,1 year(s)
386,Mouse 39,483,Best seller,786.48,484.8,SKU0310,BrandB,801,1 year(s)
387,Monitor 33,375,Best seller,967.73,670.29,SKU0465,BrandB,484,1 year(s)
388,Monitor 94,337,Affordable,103.97,54.15,SKU0219,BrandA,695,1 year(s)
389,Smartphone 56,169,Best seller,70.87,39.3,SKU0304,BrandC,7,3 year(s)
390,Speaker 49,16,Top rated,448.71,242.93,SKU0044,BrandD,647,3 year(s)
391,Smartphone 89,203,Latest model,354.6,200.92,SKU0346,BrandB,230,3 year(s)
392,Monitor 83,41,Affordable,947.7,659.66,SKU0182,BrandA,482,2 year(s)
393,Tablet 64,215,Affordable,450.38,342.34,SKU0267,BrandB,3,3 year(s)
394,Laptop 52,141,Affordable,391.15,290.33,SKU0373,BrandD,775,3 year(s)
395,Mouse 36,484,Best seller,580.96,315.31,SKU0296,BrandC,27,1 year(s)
396,Smartwatch 34,217,Best seller,1294.86,711.2,SKU0483,BrandB,561,3 year(s)
397,Monitor 82,15,Top rated,530.07,366.76,SKU0403,BrandE,861,1 year(s)
398,Headphones 69,169,High quality,1005.26,764.7,SKU0149,BrandC,903,2 year(s)
399,Speaker 99,104,Latest model,507.91,399.56,SKU0226,BrandD,397,2 year(s)
400,Monitor 81,41,Latest model,157.06,112.4,SKU0166,BrandA,472,2 year(s)
401,Tablet 6,231,High quality,728.47,563.54,SKU0221,BrandC,461,1 year(s)
402,Tablet 25,490,Affordable,1495.69,809.42,SKU0006,BrandC,191,2 year(s)
403,Headphones 28,69,Affordable,1252.26,923.45,SKU0016,BrandE,211,3 year(s)
404,Mouse 71,84,Best seller,778.51,499.26,SKU0202,BrandB,641,1 year(s)
405,Smartwatch 59,333,High quality,1351.06,865.96,SKU0008,BrandD,942,3 year(s)
406,Camera 97,334,High quality,551.3,311.72,SKU0066,BrandC,841,1 year(s)
407,Keyboard 2,216,Affordable,422.81,271.58,SKU0209,BrandB,138,3 year(s)
408,Laptop 24,442,Latest model,947.56,534.99,SKU0336,BrandE,371,1 year(s)
409,Monitor 97,392,Affordable,991.5,703.65,SKU0242,BrandA,199,1 year(s)
410,Smartphone 60,292,Top rated,990.7,532.76,SKU0251,BrandE,709,2 year(s)
411,Smartphone 8,38,Affordable,1139.6,581.57,SKU0028,BrandA,279,1 year(s)
412,Laptop 54,117,Affordable,482.06,303.05,SKU0401,BrandA,681,2 year(s)
413,Headphones 80,443,Best seller,961.75,687.48,SKU0432,BrandC,348,1 year(s)
414,Monitor 50,80,Top rated,603.7,336.99,SKU0434,BrandE,792,1 year(s)
415,Camera 81,99,Best seller,438.79,265.48,SKU0357,BrandC,824,2 year(s)
416,Smartphone 13,184,Top rated,190.66,140.04,SKU0382,BrandD,537,1 year(s)
417,Monitor 72,124,Affordable,568.37,438.45,SKU0215,BrandE,303,2 year(s)
418,Tablet 51,358,High quality,111.65,83.07,SKU0483,BrandC,321,3 year(s)
419,Mouse 1,454,High quality,56.01,36.64,SKU0286,BrandB,63,2 year(s)
420,Keyboard 57,134,Top rated,289.78,179.3,SKU0205,BrandA,491,2 year(s)
421,Tablet 52,162,Latest model,1267.4,722.58,SKU0115,BrandE,645,2 year(s)
422,Camera 64,70,Affordable,1225.42,810.24,SKU0471,BrandC,971,2 year(s)
423,Speaker 97,57,Latest model,270.51,163.7,SKU0156,BrandE,297,2 year(s)
424,Monitor 5,138,Best seller,202.09,145.49,SKU0134,BrandB,718,3 year(s)
425,Monitor 92,268,Top rated,1455.81,903.54,SKU0393,BrandC,80,1 year(s)
426,Keyboard 10,122,High quality,53.15,38.59,SKU0317,BrandB,461,2 year(s)
427,Smartphone 32,196,Latest model,723.67,458.61,SKU0390,BrandE,776,2 year(s)
428,Keyboard 2,44,Top rated,387.15,295.81,SKU0487,BrandA,387,2 year(s)
429,Smartwatch 31,142,Top rated,710.17,461.05,SKU0036,BrandB,930,1 year(s)
430,Mouse 78,44,Affordable,983.45,705.41,SKU0346,BrandD,522,2 year(s)
431,Smartphone 31,250,Best seller,618.38,468.01,SKU0245,BrandB,880,2 year(s)
432,Laptop 38,246,Latest model,1236.45,625.6,SKU0143,BrandB,95,2 year(s)
433,Tablet 97,488,Affordable,988.14,692.99,SKU0009,BrandD,842,2 year(s)
434,Laptop 35,318,Affordable,1424.02,1053.59,SKU0463,BrandD,210,3 year(s)
435,Monitor 85,436,Affordable,669.02,495.92,SKU0323,BrandB,79,1 year(s)
436,Smartphone 35,36,Affordable,626.96,409.08,SKU0351,BrandA,942,3 year(s)
437,Smartphone 2,485,High quality,1110.8,569.32,SKU0387,BrandC,691,2 year(s)
438,Mouse 7,248,High quality,972.68,546.87,SKU0178,BrandD,446,1 year(s)
439,Tablet 33,382,Top rated,218.78,158.6,SKU0121,BrandE,874,3 year(s)
440,Keyboard 95,2,Latest model,1234.64,621.82,SKU0135,BrandC,223,1 year(s)
441,Laptop 41,26,Best seller,1375.9,1062.07,SKU0216,BrandC,788,3 year(s)
442,Speaker 80,235,Best seller,1414.37,770.77,SKU0371,BrandC,550,2 year(s)
443,Tablet 95,291,Top rated,850.36,465.17,SKU0222,BrandC,227,3 year(s)
444,Speaker 35,334,Latest model,1143.3,617.8,SKU0079,BrandD,939,1 year(s)
445,Smartphone 40,361,Top rated,1116.76,596.46,SKU0342,BrandB,125,1 year(s)
446,Tablet 33,316,Latest model,305.21,209.07,SKU0337,BrandB,740,1 year(s)
447,Camera 7,284,High quality,1151.79,708.81,SKU0384,BrandB,726,1 year(s)
448,Camera 7,92,Latest model,958.29,534.02,SKU0049,BrandC,642,3 year(s)
449,Speaker 44,195,Latest model,1393.72,909.84,SKU0064,BrandC,61,2 year(s)
450,Tablet 15,163,Best seller,1421.87,1011.31,SKU0480,BrandE,245,2 year(s)
451,Keyboard 61,177,Top rated,545.82,410.17,SKU0255,BrandB,376,3 year(s)
452,Keyboard 16,42,High quality,1091.64,588.42,SKU0376,BrandE,478,2 year(s)
453,Headphones 28,393,Latest model,193.11,121.88,SKU0056,BrandC,667,1 year(s)
454,Monitor 16,154,Latest model,256.24,197.59,SKU0040,BrandA,6,2 year(s)
455,Smartphone 69,235,Best seller,844.01,480.03,SKU0242,BrandC,945,1 year(s)
456,Smartwatch 57,252,Latest model,1339.81,865.34,SKU0433,BrandE,832,2 year(s)
457,Laptop 53,476,Top rated,365.63,191.4,SKU0349,BrandA,533,2 year(s)
458,Keyboard 3,390,High quality,434.42,328.96,SKU0132,BrandE,537,2 year(s)
459,Smartwatch 75,317,Top rated,1495.39,791.39,SKU0259,BrandC,914,1 year(s)
460,Keyboard 92,471,Affordable,365.19,248.58,SKU0244,BrandB,707,3 year(s)
461,Headphones 22,119,Best seller,1234.02,777.27,SKU0421,BrandB,174,2 year(s)
462,Tablet 13,43,Best seller,443.55,331.26,SKU0475,BrandD,931,2 year(s)
463,Tablet 86,297,High quality,313.83,249.13,SKU0430,BrandA,469,2 year(s)
464,Speaker 6,141,Best seller,766.18,427.0,SKU0287,BrandE,324,3 year(s)
465,Laptop 81,219,Best seller,1158.4,628.65,SKU0120,BrandE,46,2 year(s)
466,Camera 33,423,Best seller,1097.32,691.33,SKU0162,BrandE,102,2 year(s)
467,Smartwatch 56,68,Latest model,179.76,121.95,SKU0291,BrandE,585,2 year(s)
468,Tablet 85,444,Affordable,872.09,444.07,SKU0226,BrandA,870,3 year(s)
469,Smartwatch 2,489,Affordable,226.65,155.28,SKU0325,BrandB,908,1 year(s)
470,Smartphone 90,140,Top rated,615.93,320.88,SKU0136,BrandC,492,1 year(s)
471,Keyboard 5,366,Latest model,223.41,156.68,SKU0314,BrandA,552,3 year(s)
472,Smartphone 61,33,High quality,1049.73,672.5,SKU0134,BrandA,556,2 year(s)
473,Laptop 13,111,Latest model,942.09,516.38,SKU0303,BrandB,551,1 year(s)
474,Laptop 23,281,Top rated,467.29,333.7,SKU0234,BrandE,646,3 year(s)
475,Tablet 33,145,High quality,51.9,29.94,SKU0142,BrandA,943,2 year(s)
476,Tablet 47,388,Top rated,1304.67,828.26,SKU0228,BrandA,71,3 year(s)
477,Laptop 61,355,Top rated,943.8,596.19,SKU0464,BrandB,667,2 year(s)
478,Speaker 87,325,Latest model,298.26,195.66,SKU0476,BrandE,725,1 year(s)
479,Mouse 68,26,Best seller,738.9,456.36,SKU0406,BrandD,244,1 year(s)
480,Headphones 91,194,Best seller,1224.55,979.38,SKU0196,BrandE,993,3 year(s)
481,Headphones 24,220,Top rated,1373.54,1093.5,SKU0093,BrandA,30,1 year(s)
482,Mouse 33,229,Affordable,977.16,650.5,SKU0014,BrandA,803,3 year(s)
483,Camera 84,44,Latest model,410.87,280.37,SKU0284,BrandC,339,1 year(s)
484,Tablet 45,298,Top rated,132.14,69.79,SKU0102,BrandA,651,1 year(s)
485,Mouse 70,225,Affordable,923.18,601.06,SKU0235,BrandC,502,2 year(s)
486,Tablet 19,210,Latest model,563.38,402.7,SKU0395,BrandE,229,1 year(s)
487,Tablet 11,95,Latest model,498.96,389.53,SKU0067,BrandD,2,1 year(s)
488,Laptop 1,425,Best seller,352.88,272.84,SKU0495,BrandA,132,2 year(s)
489,Monitor 95,402,Best seller,425.34,316.23,SKU0119,BrandB,61,3 year(s)
490,Smartphone 34,478,Best seller,1071.64,542.12,SKU0416,BrandD,919,2 year(s)
491,Smartphone 57,327,High quality,72.39,55.09,SKU0240,BrandA,504,1 year(s)
492,Smartwatch 33,488,Best seller,871.82,512.04,SKU0320,BrandB,229,2 year(s)
493,Smartphone 73,337,Latest model,211.17,143.28,SKU0148,BrandD,395,1 year(s)
494,Camera 70,362,Affordable,1228.46,798.6,SKU0380,BrandE,243,3 year(s)
495,Laptop 13,284,Top rated,1055.8,561.75,SKU0321,BrandE,52,2 year(s)
496,Tablet 57,281,High quality,287.94,190.84,SKU0154,BrandC,413,1 year(s)
497,Laptop 66,478,Affordable,1107.16,808.82,SKU0008,BrandE,354,1 year(s)
498,Speaker 13,323,Affordable,1292.18,701.66,SKU0314,BrandD,63,3 year(s)
499,Monitor 33,359,Affordable,106.78,61.64,SKU0152,BrandA,929,2 year(s)
500,Laptop 24,163,Best seller,684.29,432.82,SKU0124,BrandD,238,1 year(s)
